ID,SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,CITY,STATE,ZIP,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS.ON.MARKET,X..SQUARE.FEET,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
33472,MLS Listing,NA,Multi-Family (2-4 Unit),S. Ozone Park,NY,11420,5,2,S. Ozone Park,1780,1340,1930,124,365,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33473,MLS Listing,NA,Townhouse,Baltimore,MD,21224,4,3,Canton,2002,NA,1913,6,220,NA,Active,,,MRIS,N,Y,39.3,-76.6
33474,MLS Listing,NA,Vacant Land,Durham,NC,,NA,NA,Providence Ridge,NA,14810,NA,7,NA,NA,Active,,,TMLS,N,Y,35.9,-78.9
33475,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,Brickell Key One,1464,NA,1982,112,338,874,Active,,,MARMLS,N,Y,25.8,-80.2
33476,MLS Listing,NA,Vacant Land,Orlando,FL,32812,0,NA,Orlando,NA,348480,NA,155,NA,NA,Active,,,MFRMLS,N,Y,28.5,-81.3
33477,MLS Listing,NA,Single Family Residential,North Tustin,CA,92705,4,3.5,NTS - North Tustin,3563,8000,1977,20,365,118,Active,,,CRMLS,N,Y,33.8,-117.8
33478,MLS Listing,NA,Multi-Family (2-4 Unit),Richmond Hill,NY,11419,5,2,Richmond Hill,NA,32,1955,29,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33479,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1.5,Epic,799,NA,2008,754,476,736,Active,,,MARMLS,N,Y,25.8,-80.2
33480,MLS Listing,NA,Condo/Co-op,Orlando,FL,32821,3,3,Orlando,1459,1459,2006,157,106,NA,Active,,,MFRMLS,N,Y,28.4,-81.5
33481,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27514,5,4,Silver Creek,3490,20473,2002,273,158,39,Active,,,TMLS,N,Y,36,-79
33482,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11234,5,2,Brooklyn,2000,2000,NA,82,450,NA,Active,,,BNYMLS,N,Y,40.6,-73.9
33483,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,2,Brickell Heights,965,NA,2017,204,642,589,Active,,,MARMLS,N,Y,25.8,-80.2
33484,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1.75,LW - Laguna Woods,1009,NA,1964,30,243,570,Active,,,CRMLS,N,Y,33.6,-117.7
33485,MLS Listing,NA,Townhouse,Santa Ana,CA,92703,3,2.5,69 - Santa Ana South of First,1319,1426,1977,105,337,300,Active,,,CRMLS,N,Y,33.7,-117.9
33486,MLS Listing,NA,Single Family Residential,San Clemente,CA,92673,4,2.5,TL - Talega,2872,6269,2007,4,383,200,Active,,,CRMLS,N,Y,33.5,-117.6
33487,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32256,4,2.5,Beacon Lake,3110,NA,NA,NA,127,NA,Active,,,NewHomeSource.com,N,Y,30.2,-81.6
33488,MLS Listing,NA,Single Family Residential,Rancho Santa Margarita,CA,92688,4,4,R2 - Rancho Santa Margarita Central,3312,6300,1994,11,325,185,Active,March-10-2018 01:00 PM,March-10-2018 05:00 PM,CRMLS,N,Y,33.6,-117.6
33489,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,NA,1,My Brickell,600,NA,2014,331,348,474,Active,,,MARMLS,N,Y,25.8,-80.2
33490,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2,Viscayne North Condo,1058,NA,2008,146,401,652,Active,,,MARMLS,N,Y,25.8,-80.2
33491,MLS Listing,NA,Single Family Residential,San Clemente,CA,92673,4,3.5,FR - Forster Ranch,3339,8076,2001,4,373,230,Active,,,CRMLS,N,Y,33.5,-117.6
33492,MLS Listing,NA,Condo/Co-op,Miami,FL,33169,2,2,Miami,1036,NA,1972,1,75,517,Active,,,GFLMLS,N,Y,25.9,-80.2
33493,MLS Listing,NA,Condo/Co-op,Aliso Viejo,CA,92656,1,1,AV - Aliso Viejo,600,NA,1994,17,525,340,Active,,,CRMLS,N,Y,33.6,-117.7
33494,MLS Listing,NA,Single Family Residential,Coral Gables,FL,33134,2,2,,1951,4650,1925,1,267,NA,Active,,,MARMLS,N,Y,25.8,-80.3
33495,MLS Listing,NA,Single Family Residential,North Tustin,CA,92705,4,2.5,NTS - North Tustin,4000,17094,1976,170,249,NA,Active,,,CRMLS,N,Y,33.8,-117.8
33496,MLS Listing,NA,Single Family Residential,Jamaica Estates,NY,11432,5,3,Jamaica Estates,2900,NA,1935,8,413,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33497,MLS Listing,NA,Single Family Residential,Baltimore,MD,21212,4,3.5,Homeland,2886,8385,1935,184,203,21,Active,,,MRIS,N,Y,39.4,-76.6
33498,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32218,5,3,Yellow Bluff,3131,NA,2010,193,96,5,Active,,,NEFLMLS,N,Y,30.5,-81.6
33499,MLS Listing,NA,Single Family Residential,Orlando,FL,32832,7,6,Orlando,5734,343253,1976,82,261,1,Active,,,MFRMLS,N,Y,28.4,-81.2
33500,MLS Listing,NA,Mobile/Manufactured Home,Huntington Beach,CA,92648,3,2,699 - Not Defined,1537,NA,2014,51,166,NA,Active,,,CRMLS,N,Y,33.7,-118
33501,MLS Listing,NA,Single Family Residential,Pinecrest,FL,33156,4,3,Pinecrest,2948,17840,1970,56,458,NA,Active,,,MARMLS,N,Y,25.7,-80.3
33502,MLS Listing,NA,Townhouse,Baltimore,MD,21230,3,3,Federal Hill,1774,871,1880,23,203,NA,Active,,,MRIS,N,Y,39.3,-76.6
33503,MLS Listing,NA,Single Family Residential,Orlando,FL,32833,4,3,Orlando,2655,98010,2017,155,180,NA,Active,,,MFRMLS,N,Y,28.5,-81.1
33504,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32257,2,2.5,Fountain Gate,1274,NA,1984,61,91,NA,Active,,,NEFLMLS,N,Y,30.2,-81.6
33505,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,3,Echo Brickell,1802,NA,2017,265,1831,1743,Active,,,MARMLS,N,Y,25.8,-80.2
33506,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,1,1,Nine At Mary Brickel,760,NA,2015,210,507,501,Active,,,MARMLS,N,Y,25.8,-80.2
33507,MLS Listing,NA,Single Family Residential,Yorba Linda,CA,92886,5,5.5,85 - Yorba Linda,5870,19788,2005,34,407,175,Active,,,CRMLS,N,Y,33.9,-117.8
33508,MLS Listing,NA,Condo/Co-op,Miami,FL,33145,2,2,Gables Terrace,1110,NA,1995,18,324,NA,Active,,,MARMLS,N,Y,25.7,-80.3
33509,MLS Listing,NA,Townhouse,Mission Viejo,CA,92692,2,2,MN - Mission Viejo North,1497,NA,1978,39,359,450,Active,,,CRMLS,N,Y,33.6,-117.6
33510,MLS Listing,NA,Single Family Residential,Atlanta,GA,30319-1071,6,6.5,Historic Brookhaven,NA,19079,2001,35,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33511,MLS Listing,NA,Single Family Residential,Orlando,FL,32824,6,3,Orlando,3626,7199,2012,49,97,100,Active,,,MFRMLS,N,Y,28.3,-81.3
33512,MLS Listing,NA,Townhouse,Miami,FL,33186,3,2.5,Deerwood Villas,1746,NA,2000,71,159,114,Active,,,South Broward MLS,N,Y,25.6,-80.4
33513,MLS Listing,NA,Single Family Residential,Raleigh,NC,27610,3,3,Longview Gardens,2996,30492,1942,85,160,NA,Active,,,TMLS,N,Y,35.8,-78.6
33514,MLS Listing,NA,Townhouse,Baltimore,MD,21206,3,1,Belair Edison Area,1136,871,1927,80,70,NA,Active,,,MRIS,N,Y,39.3,-76.6
33515,New Construction Plan,NA,Single Family Residential,Raleigh,NC,27606,4,2.5,Yates Mill Estates,3285,NA,NA,NA,167,NA,Active,,,NewHomeFeed,N,Y,35.7,-78.7
33516,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21230,1,1.5,Locust Point,1328,NA,2010,28,260,659,Active,,,MRIS,N,Y,39.3,-76.6
33517,MLS Listing,NA,Single Family Residential,Fountain Valley,CA,92708,4,3,16 - Fountain Valley / Northeast HB,2300,7800,1971,117,403,NA,Active,,,CRMLS,N,Y,33.7,-118
33518,MLS Listing,NA,Multi-Family (2-4 Unit),Miami,FL,33142,4,2,No Miami Estates,1500,NA,1983,8,183,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33519,MLS Listing,NA,Condo/Co-op,Seal Beach,CA,90740,2,1,1A - Seal Beach,1100,1100,1963,48,259,387,Active,,,CRMLS,N,Y,33.8,-118.1
33520,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1.25,LW - Laguna Woods,950,3200,1974,7,263,773,Active,,,CRMLS,N,Y,33.6,-117.7
33521,MLS Listing,NA,Multi-Family (2-4 Unit),Bronx,NY,10466,0,2,Bronx,2120,2125,1920,70,281,NA,Active,,,HGMLS,N,Y,40.9,-73.9
33522,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Brickell House,969,NA,2014,142,609,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33523,MLS Listing,NA,Single Family Residential,Brooklyn,NY,11234,4,2.25,Brooklyn,1200,3452,2004,30,562,NA,Active,,,BNYMLS,N,Y,40.6,-73.9
33524,MLS Listing,NA,Single Family Residential,Staten Island,NY,10314,3,2,Willowbrook,2072,4400,1970,64,385,NA,Active,,,SIBORMLS,N,Y,40.6,-74.1
33525,MLS Listing,NA,Townhouse,Staten Island,NY,10306,3,4,Midland Beach,2250,2209,1994,42,309,NA,Active,,,SIBORMLS,N,Y,40.6,-74.1
33526,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32258,3,2.5,Bartram Park Preserve,2516,NA,2013,20,145,50,Active,,,NEFLMLS,N,Y,30.1,-81.5
33527,MLS Listing,NA,Single Family Residential,Brookhaven,GA,30319-2600,5,4.5,Historic Brookhaven,4293,13068,2018,6,278,NA,Active,,,GAMLS,N,Y,33.9,-84.3
33528,MLS Listing,NA,Vacant Land,Miami,FL,33127,NA,NA,Northern Blvd Track,NA,7150,NA,223,NA,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33529,MLS Listing,NA,Single Family Residential,Hollis,NY,11423,3,2,Hollis,NA,2500,1925,7,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
33530,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11230,2,2,Brooklyn,1500,NA,NA,30,506,NA,Active,,,BNYMLS,N,Y,40.6,-74
33531,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32277,3,2,University Park,1410,NA,1972,51,131,NA,Active,,,NEFLMLS,N,Y,30.4,-81.6
33532,MLS Listing,NA,Condo/Co-op,Orlando,FL,32839,2,2,Orlando,976,1109,1976,22,56,NA,Active,,,MFRMLS,N,Y,28.5,-81.4
33533,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32258,3,2.5,Bartram Park Preserve,2090,NA,NA,NA,124,NA,Active,,,NewHomeSource.com,N,Y,30.1,-81.5
33534,MLS Listing,NA,Vacant Land,Miami,FL,33147,NA,NA,Para Villa Heights,NA,3750,NA,252,NA,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33535,MLS Listing,NA,Single Family Residential,Miami,FL,33138,2,1,Rose Lawn Pk A Sub,NA,NA,1937,13,NA,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33536,MLS Listing,NA,Condo/Co-op,New York,NY,10011,1,1.5,Chelsea,NA,NA,NA,6,NA,NA,Active,,,REBNY,N,Y,40.7,-74
33537,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32206,4,3.5,Springfield,2600,NA,1926,186,100,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
33538,MLS Listing,NA,Townhouse,Rancho Mission Viejo,CA,92694,3,2.5,ESEN - Esencia,1962,1500,2018,75,370,227,Active,March-10-2018 10:00 AM,March-10-2018 04:00 PM,CRMLS,N,Y,33.5,-117.6
33539,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11228,7,3.5,Brooklyn,1040,2000,1925,13,1442,NA,Active,March-10-2018 03:00 PM,March-10-2018 05:00 PM,BNYMLS,N,Y,40.6,-74
33540,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,3.5,Reach,1793,NA,2016,92,682,1374,Active,,,MARMLS,N,Y,25.8,-80.2
33541,MLS Listing,NA,Condo/Co-op,Forest Hills,NY,11375,2,1,Nebraska,NA,NA,1955,15,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.9
33542,New Construction Plan,NA,Single Family Residential,Chapel Hill,NC,27516,2,2,Briar Chapel,1904,NA,NA,NA,177,NA,Active,,,NewHomeSource.com,N,Y,35.8,-79.1
33543,MLS Listing,NA,Townhouse,Baltimore,MD,21224,3,2.5,,2658,958320,2008,118,301,NA,Active,March-11-2018 12:00 PM,March-11-2018 02:00 PM,MRIS,N,Y,39.3,-76.6
33544,MLS Listing,NA,Townhouse,Baltimore,MD,21218,3,2.5,Clifton Park,NA,1290,1920,176,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
33545,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2,,1203,NA,2008,112,457,859,Active,,,MARMLS,N,Y,25.8,-80.2
33546,MLS Listing,NA,Single Family Residential,Miami,FL,33156,5,6,1,5917,39204,1987,84,201,NA,Active,,,MARMLS,N,Y,25.7,-80.3
33547,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Miami,1389,NA,2015,125,630,1060,Active,,,GFLMLS,N,Y,25.8,-80.2
33548,MLS Listing,NA,Townhouse,Baltimore,MD,21213,7,3.5,Baltimore City,NA,NA,1900,130,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
33549,MLS Listing,NA,Condo/Co-op,Miami,FL,33129,2,2,Bay Front Brickell,1304,NA,1982,23,321,1020,Active,,,MARMLS,N,Y,25.8,-80.2
33550,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32209,3,2,Grand Park,960,NA,1972,8,85,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33551,MLS Listing,NA,Condo/Co-op,North Miami,FL,33169,2,2,Montecarlo Condo,NA,NA,1972,238,NA,485,Active,,,MARMLS,N,Y,25.9,-80.2
33552,MLS Listing,NA,Single Family Residential,Staten Island,NY,10306,3,2,New Dorp,1812,6000,1925,9,381,NA,Active,,,SIBORMLS,N,Y,40.6,-74.1
33553,MLS Listing,NA,Vacant Land,Durham,NC,27713,NA,NA,Colvard Farms,NA,28314,NA,1135,NA,133,Active,,,TMLS,N,Y,35.9,-79
33554,MLS Listing,NA,Vacant Land,Jacksonville,FL,32208,NA,NA,Riverview,NA,NA,NA,103,NA,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33555,MLS Listing,NA,Vacant Land,Jacksonville,FL,32219,NA,NA,Golfair Terrace,NA,NA,NA,125,NA,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33556,MLS Listing,NA,Single Family Residential,Miami,FL,33145,3,2,Silver Bluff,1817,6250,1938,160,253,NA,Active,,,MARMLS,N,Y,25.7,-80.2
33557,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1.75,LW - Laguna Woods,1335,NA,1969,13,240,647,Active,,,CRMLS,N,Y,33.6,-117.7
33558,MLS Listing,NA,Condo/Co-op,Coconut Grove,FL,33133,3,3.5,Park Grove Residence,2917,NA,2018,36,889,NA,Active,,,MARMLS,N,Y,25.7,-80.2
33559,MLS Listing,NA,Single Family Residential,Miami,FL,33176,4,3.5,,4257,43560,2005,37,329,NA,Active,,,MARMLS,N,Y,25.7,-80.4
33560,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1.5,Brickell City Centre,994,NA,2016,149,542,845,Active,,,MARMLS,N,Y,25.8,-80.2
33561,MLS Listing,NA,Single Family Residential,Laguna Niguel,CA,92677,4,4.5,LNSLT - Salt Creek,4700,8480,1993,28,617,400,Active,,,CRMLS,N,Y,33.5,-117.7
33562,MLS Listing,NA,Single Family Residential,Miami,FL,33179,6,6.5,Presidential Estates,4951,10020,2001,33,505,915,Active,,,MARMLS,N,Y,26,-80.2
33563,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11218,1,1,Kensington,NA,NA,NA,2,NA,NA,Active,,,REBNY,N,Y,40.6,-74
33564,MLS Listing,NA,Condo/Co-op,Raleigh,NC,27603,1,1,West Condominiums,1021,NA,2008,8,264,469,Active,,,TMLS,N,Y,35.8,-78.6
33565,MLS Listing,NA,Multi-Family (5+ Unit),Corona,NY,11368,8,7,Corona,NA,2333,1987,15,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.9
33566,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32277,3,2,University Park,1880,NA,1959,11,130,NA,Active,,,NEFLMLS,N,Y,30.4,-81.6
33567,MLS Listing,NA,Condo/Co-op,Miami,FL,33193,2,2.5,The Seasons,1060,NA,1994,26,170,275,Active,,,MARMLS,N,Y,25.7,-80.4
33568,MLS Listing,NA,Single Family Residential,Atlanta,GA,30324-3715,4,2,Lavista Park,1426,16988,1956,19,337,NA,Active,,,GAMLS,N,Y,33.8,-84.3
33569,MLS Listing,NA,Single Family Residential,Golden Oak,FL,32836,4,4,Golden Oak,3903,8188,2014,111,537,497,Active,,,MFRMLS,N,Y,28.4,-81.5
33570,New Construction Home,NA,Single Family Residential,Cary,NC,27513,5,4,The Estates at Young Landing,2977,NA,2018,53,169,NA,Active,,,NewHomeSource.com,N,Y,35.8,-78.8
33571,MLS Listing,NA,Townhouse,Baltimore,MD,21224,4,3,Canton,3000,1239,2017,175,212,NA,Active,,,MRIS,N,Y,39.3,-76.6
33572,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32256,3,2,The Overlook,1206,NA,1999,36,107,NA,Active,,,NEFLMLS,N,Y,30.2,-81.5
33573,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11235,2,1,Brooklyn,1000,NA,1960,1,398,NA,Active,,,BNYMLS,N,Y,40.6,-73.9
33574,MLS Listing,NA,Single Family Residential,Atlanta,GA,30306-3408,5,3.5,Virginia Highland,NA,8015,2005,147,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
33575,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32218,3,2,Avery Park,1650,NA,NA,NA,118,NA,Active,,,NewHomeSource.com,N,Y,30.5,-81.6
33576,MLS Listing,NA,Vacant Land,Raleigh,NC,27614,NA,NA,Wake,NA,754459,NA,19,NA,NA,Active,,,TMLS,N,Y,35.9,-78.6
33577,MLS Listing,NA,Single Family Residential,San Juan Capistrano,CA,92675,6,6.5,DO - Del Obispo,9200,43560,1982,11,510,150,Active,March-7-2018 10:00 AM,March-7-2018 01:30 PM,CRMLS,N,Y,33.5,-117.7
33578,MLS Listing,NA,Townhouse,Woodhaven,NY,11421,4,2,Woodhaven,NA,1444,1920,10,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.9
33579,MLS Listing,NA,Multi-Family (2-4 Unit),Miami,FL,33127,2,2,Pullman Pk,1025,NA,1950,21,405,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33580,MLS Listing,NA,Single Family Residential,Miami Beach,FL,33139,5,4.5,Palm Island,3210,7000,1950,245,1402,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33581,MLS Listing,NA,Ranch,Atlanta,GA,30349-4532,1,1,Atlanta,NA,218235,NA,755,NA,NA,Active,,,GAMLS,N,Y,33.6,-84.6
33582,MLS Listing,NA,Single Family Residential,Apex,NC,27523,5,4,Crestmont,3442,7405,2017,145,156,37,Active,,,TMLS,N,Y,35.8,-78.9
33583,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Brickell City Centre,1265,NA,2016,131,723,NA,Active,,,MARMLS,N,Y,25.8,-80.2
33584,MLS Listing,NA,Single Family Residential,Santa Ana,CA,92701,3,2,70 - Santa Ana North of First,1466,4275,1966,2,416,185,Active,,,CRMLS,N,Y,33.8,-117.8
33585,MLS Listing,NA,Mobile/Manufactured Home,Huntington Beach,CA,92649,1,1,17 - Northwest Huntington Beach,NA,NA,1979,22,NA,NA,Active,,,CRMLS,N,Y,33.7,-118
33586,MLS Listing,NA,Vacant Land,Jacksonville,FL,32208,NA,NA,Lincoln Annex,NA,NA,NA,33,NA,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33587,MLS Listing,NA,Condo/Co-op,Miami,FL,33133,2,2,Grove Isle Condo,1642,NA,1980,133,411,1382,Active,,,MARMLS,N,Y,25.7,-80.2
33588,MLS Listing,NA,Vacant Land,Atlanta,GA,30312,NA,NA,Mechanicsville,NA,1768,NA,61,NA,NA,Active,,,FMLS,N,Y,33.7,-84.4
33589,MLS Listing,NA,Vacant Land,Atlanta,GA,30327,NA,NA,Randall Mill Way,NA,48787,NA,219,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33590,MLS Listing,NA,Vacant Land,Orlando,FL,32833,0,NA,Orlando,NA,66211,NA,597,NA,NA,Active,,,MFRMLS,N,Y,28.5,-81.1
33591,MLS Listing,NA,Single Family Residential,Orlando,FL,32810,4,3,Orlando,2685,16406,1959,74,94,NA,Active,,,MFRMLS,N,Y,28.6,-81.4
33592,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,2,2.5,Biscayne Beach Condo,1299,NA,2017,7,627,778,Active,,,MARMLS,N,Y,25.8,-80.2
33593,MLS Listing,NA,Vacant Land,Atlanta,GA,30331,3,1,Atlanta,NA,93218,1950,188,NA,NA,Active,,,FMLS,N,Y,33.7,-84.5
33594,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1,LW - Laguna Woods,866,NA,1969,76,271,569,Active,,,CRMLS,N,Y,33.6,-117.7
33595,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,2,Two Tequesta Point Condo,1317,NA,1999,120,470,719,Active,,,MARMLS,N,Y,25.8,-80.2
33596,MLS Listing,NA,Townhouse,Durham,NC,27713,3,3,Durham,2451,2178,2018,40,128,110,Active,,,TMLS,N,Y,35.9,-78.9
33597,MLS Listing,NA,Condo/Co-op,E. Elmhurst,NY,11369,2,1,Northridge Iii,NA,NA,1952,14,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.9
33598,MLS Listing,NA,Single Family Residential,La Habra,CA,90631,2,1,87 - La Habra,881,5250,1948,25,567,NA,Active,,,CRMLS,N,Y,33.9,-117.9
33599,MLS Listing,NA,Single Family Residential,Staten Island,NY,10306,3,2,Midland Beach,1800,1760,2004,26,305,NA,Active,March-11-2018 01:00 PM,March-11-2018 04:00 PM,SIBORMLS,N,Y,40.6,-74.1
33600,MLS Listing,NA,Single Family Residential,Richmond,VA,23222,3,2.5,Northside,1816,4186,1915,43,159,NA,Active,NA,NA,CVRMLS,N,Y,37.6,-77.4
33601,MLS Listing,NA,Single Family Residential,Miami,FL,33173,4,3,Coral Creek,2169,8128,1989,7,214,134,Active,,,MARMLS,N,Y,25.7,-80.4
33602,MLS Listing,NA,Vacant Land,Bronx,NY,10466,NA,NA,Bronx,2320,2853,1910,8,278,NA,Active,,,HGMLS,N,Y,40.9,-73.9
33603,New Construction Plan,NA,Single Family Residential,Rancho Mission Viejo,CA,92694,2,2,Vida at Esencia,1539,NA,NA,NA,425,NA,Active,,,NewHomeSource.com,N,Y,33.5,-117.6
33604,MLS Listing,NA,Single Family Residential,Mission Viejo,CA,92691,3,2,MN - Mission Viejo North,2447,5880,1973,8,347,21,Active,,,CRMLS,N,Y,33.6,-117.7
33605,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,3,2.5,Bay House Miami Condo,1547,NA,2015,50,549,818,Active,,,MARMLS,N,Y,25.8,-80.2
33606,New Construction Plan,NA,Single Family Residential,Orlando,FL,32836,3,2.5,Ruby Lake,3821,NA,NA,NA,151,NA,Active,,,NewHomeSource.com,N,Y,28.4,-81.5
33607,MLS Listing,NA,Multi-Family (2-4 Unit),Arverne,NY,11692,4,2,Far Rockaway,NA,4000,1930,13,NA,NA,Active,,,MLSLI,N,Y,40.6,-73.8
33608,MLS Listing,NA,Single Family Residential,Newport Beach,CA,92663,3,3,N6 - Newport Heights,1902,6375,1963,138,1101,NA,Active,March-10-2018 02:00 PM,March-10-2018 05:00 PM,CRMLS,N,Y,33.6,-117.9
33609,MLS Listing,NA,Vacant Land,Atlanta,GA,30327,NA,NA,Matthew H Patton,NA,44866,NA,175,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
33610,MLS Listing,NA,Single Family Residential,Atlanta,GA,30327,4,4,Buckhead,4214,NA,2017,279,320,NA,Active,,,GAMLS,N,Y,33.8,-84.4
33611,MLS Listing,NA,Single Family Residential,Orlando,FL,32803,4,3,Orlando,2558,9277,2018,43,226,NA,Active,,,MFRMLS,N,Y,28.5,-81.4
33612,MLS Listing,NA,Single Family Residential,Miami,FL,33150,2,1,Arcola Gardens,1035,11914,1953,189,232,NA,Active,,,MARMLS,N,Y,25.9,-80.2
33613,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,1,1.5,LW - Laguna Woods,975,NA,1974,29,71,2185,Active,,,CRMLS,N,Y,33.6,-117.7
33614,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,One Miami West,1169,NA,2005,23,385,632,Active,,,MARMLS,N,Y,25.8,-80.2
33615,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11224,2,1.5,Brooklyn,1100,NA,1964,40,363,NA,Active,,,BNYMLS,N,Y,40.6,-74
33616,MLS Listing,NA,Vacant Land,Jacksonville,FL,32209,NA,NA,Floradale,NA,NA,NA,476,NA,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
33617,MLS Listing,NA,Single Family Residential,Atlanta,GA,30341,3,1,Hilltop,NA,NA,1952,204,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.3
33618,MLS Listing,NA,Single Family Residential,Yorba Linda,CA,92887,4,3,85 - Yorba Linda,2018,9775,1985,44,446,NA,Active,,,CRMLS,N,Y,33.9,-117.8
33619,MLS Listing,NA,Single Family Residential,Brookhaven,GA,30319,5,3.5,Chaucer Woodds,NA,21780,1986,43,NA,NA,Active,,,FMLS,N,Y,33.9,-84.3
33620,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2,Neo Vertika,1255,NA,2006,29,303,785,Active,,,MARMLS,N,Y,25.8,-80.2
33621,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32223,4,3,Scott Mill Bluff,2512,NA,1994,91,150,29,Active,,,NEFLMLS,N,Y,30.2,-81.6
33622,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,2,LW - Laguna Woods,1040,NA,1966,47,345,567,Active,,,CRMLS,N,Y,33.6,-117.7
33623,MLS Listing,NA,Condo/Co-op,New York,NY,10031,2,2,Harlem,NA,NA,NA,6,NA,NA,Active,,,REBNY,N,Y,40.8,-73.9
33624,MLS Listing,NA,Single Family Residential,Fullerton,CA,92832,7,2,83 - Fullerton,2935,9000,1927,15,339,NA,Active,,,CRMLS,N,Y,33.9,-117.9
33625,MLS Listing,NA,Single Family Residential,Pinecrest,FL,33156,6,7,Unplatted,6433,43995,2017,29,466,NA,Active,,,MARMLS,N,Y,25.7,-80.3
33626,MLS Listing,NA,Condo/Co-op,Newport Beach,CA,92663,3,3.5,N8 - West Newport - Lido,1856,2200,2001,161,953,NA,Active,,,CRMLS,N,Y,33.6,-117.9
